Day,Month,Year,Latitude,Longitude,Acres,County,AgencyCode,Source,DDLat,DDLon,ORIG_OID
26,4,2005,21.4510212,-158.188446,50,Oahu,OA896,Honolulu Fire Dept,21.45102120N,158.18844600W,3014
14,6,2001,21.4190006,-158.1753845,0.4,Oahu,OA1383,Honolulu Fire Dept,21.41900060N,158.17538450W,3520
17,12,2013,21.573495,-158.129639,0.05,Oahu,2013_OA_0068527, ,21.57349500N,158.12963900W,5050
5,4,2005,21.4510212,-158.188446,0.3,Oahu,OA895,Honolulu Fire Dept,21.45102120N,158.18844600W,3015
10,7,2001,21.4190006,-158.1753845,0.1,Oahu,OA1384,Honolulu Fire Dept,21.41900060N,158.17538450W,3521
12,3,2008,21.3547592,-158.1296082,0.5,Oahu,OA2587,Honolulu Fire Dept,21.35475920N,158.12960820W,5051
25,3,2007,21.4510498,-158.1884155,0.1,Oahu,OA897,Honolulu Fire Dept,21.45104980N,158.18841550W,3016
18,6,2003,21.4190006,-158.1753845,0.1,Oahu,OA1385,Honolulu Fire Dept,21.41900060N,158.17538450W,3522
9,12,2014,21.354774,-158.129603,0.1,Oahu,2014_OA_0063997, ,21.35477400N,158.12960300W,5052
15,8,2020,21.447689,-158.188409,0.1,Oahu,2020_OA_0047157, ,21.44768900N,158.18840900W,3017
9,7,2003,21.4190006,-158.1753845,0.1,Oahu,OA1386,Honolulu Fire Dept,21.41900060N,158.17538450W,3523
27,9,2014,21.354774,-158.129603,0.01,Oahu,2014_OA_0050822, ,21.35477400N,158.12960300W,5053
3,9,2011,21.4423256,-158.188385,0.1,Oahu,OA910,Honolulu Fire Dept,21.44232560N,158.18838500W,3018
8,7,2004,21.4190006,-158.1753845,0.1,Oahu,OA1387,Honolulu Fire Dept,21.41900060N,158.17538450W,3524
9,5,2003,21.3917542,-158.1295319,30,Oahu,OA2588,Honolulu Fire Dept,21.39175420N,158.12953190W,5054
12,10,2001,21.4423103,-158.188385,1,Oahu,OA900,Honolulu Fire Dept,21.44231030N,158.18838500W,3019
5,7,2005,21.4176712,-158.1753235,1,Oahu,OA1388,Honolulu Fire Dept,21.41767120N,158.17532350W,3525
21,9,2001,21.5739098,-158.1292572,1,Oahu,OA2589,Honolulu Fire Dept,21.57390980N,158.12925720W,5055
10,9,2002,21.4281082,-158.1752625,0.1,Oahu,OA1389,Honolulu Fire Dept,21.42810820N,158.17526250W,3526
13,8,2001,21.4423103,-158.188385,0.1,Oahu,OA898,Honolulu Fire Dept,21.44231030N,158.18838500W,3020
16,8,2003,21.5739098,-158.1292572,1,Oahu,OA2590,Honolulu Fire Dept,21.57390980N,158.12925720W,5056
19,8,2001,21.4423103,-158.188385,0.1,Oahu,OA899,Honolulu Fire Dept,21.44231030N,158.18838500W,3021
11,5,2005,21.4176846,-158.1752472,0.2,Oahu,OA1390,Honolulu Fire Dept,21.41768460N,158.17524720W,3527
11,11,2003,21.5739098,-158.1292572,1,Oahu,OA2591,Honolulu Fire Dept,21.57390980N,158.12925720W,5057
31,12,2001,21.4423103,-158.188385,0.1,Oahu,OA901,Honolulu Fire Dept,21.44231030N,158.18838500W,3022
14,5,2005,21.4176846,-158.1752472,0.2,Oahu,OA1391,Honolulu Fire Dept,21.41768460N,158.17524720W,3528
14,11,2016,21.573918,-158.129213,0.1,Oahu,2016_OA_0065461, ,21.57391800N,158.12921300W,5058
18,10,2004,21.4423103,-158.188385,0.1,Oahu,OA902,Honolulu Fire Dept,21.44231030N,158.18838500W,3023
17,7,2004,21.4244175,-158.1752319,2,Oahu,OA1396,Honolulu Fire Dept,21.42441750N,158.17523190W,3529
23,7,2014,21.573918,-158.129213,0.01,Oahu,2014_OA_0038738, ,21.57391800N,158.12921300W,5059
30,3,2005,21.4423103,-158.188385,0.1,Oahu,OA903,Honolulu Fire Dept,21.44231030N,158.18838500W,3024
21,4,2003,21.417017,-158.1752319,0.1,Oahu,OA1395,Honolulu Fire Dept,21.41701700N,158.17523190W,3530
14,9,2010,21.5739174,-158.1292114,0.1,Oahu,OA2592,Honolulu Fire Dept,21.57391740N,158.12921140W,5060
8,8,2005,21.4423103,-158.188385,0.1,Oahu,OA904,Honolulu Fire Dept,21.44231030N,158.18838500W,3025
26,3,2009,21.4013557,-158.1752319,0.75,Oahu,OA1392,Honolulu Fire Dept,21.40135570N,158.17523190W,3531
20,3,2009,21.3885689,-158.1291962,0.1,Oahu,OA2593,Honolulu Fire Dept,21.38856890N,158.12919620W,5061
27,6,2006,21.4423103,-158.188385,0.1,Oahu,OA905,Honolulu Fire Dept,21.44231030N,158.18838500W,3026
16,5,2009,21.4013557,-158.1752319,0.2,Oahu,OA1394,Honolulu Fire Dept,21.40135570N,158.17523190W,3532
17,11,2002,21.3555565,-158.1291656,1,Oahu,OA2594,Honolulu Fire Dept,21.35555650N,158.12916560W,5062
21,12,2006,21.4423103,-158.188385,0.1,Oahu,OA906,Honolulu Fire Dept,21.44231030N,158.18838500W,3027
3,4,2009,21.4013557,-158.1752319,0.1,Oahu,OA1393,Honolulu Fire Dept,21.40135570N,158.17523190W,3533
24,7,2005,21.3555565,-158.1291656,1,Oahu,OA2598,Honolulu Fire Dept,21.35555650N,158.12916560W,5063
28,6,2007,21.4423103,-158.188385,0.1,Oahu,OA907,Honolulu Fire Dept,21.44231030N,158.18838500W,3028
14,8,2003,21.4243584,-158.1752167,0.2,Oahu,OA1401,Honolulu Fire Dept,21.42435840N,158.17521670W,3534
11,5,2005,21.3555565,-158.1291656,0.5,Oahu,OA2597,Honolulu Fire Dept,21.35555650N,158.12916560W,5064
30,11,2008,21.4423103,-158.188385,0.1,Oahu,OA908,Honolulu Fire Dept,21.44231030N,158.18838500W,3029
9,7,2001,21.4243584,-158.1752167,0.1,Oahu,OA1399,Honolulu Fire Dept,21.42435840N,158.17521670W,3535
2,11,2005,21.3555565,-158.1291656,0.5,Oahu,OA2600,Honolulu Fire Dept,21.35555650N,158.12916560W,5065
4,7,2009,21.4423103,-158.188385,0.1,Oahu,OA909,Honolulu Fire Dept,21.44231030N,158.18838500W,3030
22,7,2003,21.4243584,-158.1752167,0.1,Oahu,OA1400,Honolulu Fire Dept,21.42435840N,158.17521670W,3536
2,7,2003,21.3555565,-158.1291656,0.1,Oahu,OA2595,Honolulu Fire Dept,21.35555650N,158.12916560W,5066
15,9,2012,21.442325,-158.188382,0.1,Oahu,2012_OA_0047273, ,21.44232500N,158.18838200W,3031
17,3,2016,21.442325,-158.188382,0.1,Oahu,2016_OA_0016088, ,21.44232500N,158.18838200W,3032
16,8,2003,21.3555565,-158.1291656,0.1,Oahu,OA2596,Honolulu Fire Dept,21.35555650N,158.12916560W,5067
27,10,2003,21.4243584,-158.1752167,0.1,Oahu,OA1402,Honolulu Fire Dept,21.42435840N,158.17521670W,3537
4,9,2005,21.3555565,-158.1291656,0.1,Oahu,OA2599,Honolulu Fire Dept,21.35555650N,158.12916560W,5068
17,11,2009,21.4177017,-158.1752167,0.05,Oahu,OA1397,Honolulu Fire Dept,21.41770170N,158.17521670W,3538
29,8,2002,21.4521027,-158.188324,25,Oahu,OA913,Honolulu Fire Dept,21.45210270N,158.18832400W,3033
14,2,2006,21.3555565,-158.1291656,0.1,Oahu,OA2601,Honolulu Fire Dept,21.35555650N,158.12916560W,5069
5,7,2005,21.4176884,-158.1752167,1,Oahu,OA1398,Honolulu Fire Dept,21.41768840N,158.17521670W,3539
17,9,2003,21.4521027,-158.188324,0.3,Oahu,OA914,Honolulu Fire Dept,21.45210270N,158.18832400W,3034
24,5,2005,21.3914776,-158.1290894,0.9,Oahu,OA2602,Honolulu Fire Dept,21.39147760N,158.12908940W,5070
7,8,2018,21.437615,-158.17517,0.01,Oahu,2018_OA_0047068, ,21.43761500N,158.17517000W,3540
6,1,2007,21.4521027,-158.188324,0.1,Oahu,OA915,Honolulu Fire Dept,21.45210270N,158.18832400W,3035
2,4,2016,21.389309,-158.129047,0.01,Oahu,2016_OA_0019581, ,21.38930900N,158.12904700W,5071
1,1,2003,21.4190369,-158.1751251,0.1,Oahu,OA1403,Honolulu Fire Dept,21.41903690N,158.17512510W,3541
5,9,2008,21.4521027,-158.188324,0.1,Oahu,OA916,Honolulu Fire Dept,21.45210270N,158.18832400W,3036
17,1,2006,21.3491287,-158.1286926,1,Oahu,OA2603,Honolulu Fire Dept,21.34912870N,158.12869260W,5072
9,7,2006,21.4239197,-158.1751099,1,Oahu,OA1404,Honolulu Fire Dept,21.42391970N,158.17510990W,3542
17,10,2008,21.4521027,-158.188324,0.1,Oahu,OA917,Honolulu Fire Dept,21.45210270N,158.18832400W,3037
19,3,2016,21.387543,-158.128561,20,Oahu,2016_OA_0016473, ,21.38754300N,158.12856100W,5073
26,1,2018,21.423947,-158.175095,0.01,Oahu,2018_OA_0005948, ,21.42394700N,158.17509500W,3543
6,8,2003,21.4438076,-158.1882324,0.1,Oahu,OA918,Honolulu Fire Dept,21.44380760N,158.18823240W,3038
6,4,2005,21.389452,-158.1282501,0.1,Oahu,OA2604,Honolulu Fire Dept,21.38945200N,158.12825010W,5074
15,7,2004,21.4238167,-158.1750946,0.1,Oahu,OA1407,Honolulu Fire Dept,21.42381670N,158.17509460W,3544
12,8,2007,21.444088,-158.1882172,0.1,Oahu,OA919,Honolulu Fire Dept,21.44408800N,158.18821720W,3039
13,10,2011,21.5729446,-158.1281891,1,Oahu,OA2605,Honolulu Fire Dept,21.57294460N,158.12818910W,5075
20,4,2003,21.4203949,-158.1750946,0.1,Oahu,OA1405,Honolulu Fire Dept,21.42039490N,158.17509460W,3545
29,8,2001,21.4414692,-158.1882172,0.1,Oahu,OA920,Honolulu Fire Dept,21.44146920N,158.18821720W,3040
13,7,2006,21.5675716,-158.1280365,0.2,Oahu,OA2606,Honolulu Fire Dept,21.56757160N,158.12803650W,5076
28,9,2003,21.4170361,-158.1750946,0.3,Oahu,OA1406,Honolulu Fire Dept,21.41703610N,158.17509460W,3546
4,7,2003,21.4513416,-158.1881714,0.5,Oahu,OA921,Honolulu Fire Dept,21.45134160N,158.18817140W,3041
12,10,2002,21.3484783,-158.128006,0.2,Oahu,OA2607,Honolulu Fire Dept,21.34847830N,158.12800600W,5077
16,4,2015,21.439123,-158.175065,1,Oahu,2015_OA_0021682, ,21.43912300N,158.17506500W,3547
23,10,2006,21.4513416,-158.1881714,0.1,Oahu,OA922,Honolulu Fire Dept,21.45134160N,158.18817140W,3042
12,3,2001,21.5652676,-158.1278687,4,Oahu,OA2608,Honolulu Fire Dept,21.56526760N,158.12786870W,5078
1,1,2013,21.439123,-158.175065,0.5,Oahu,2013_OA_0000137, ,21.43912300N,158.17506500W,3548
19,3,2016,21.389824,-158.127652,50,Oahu,2016_OA_0016489, ,21.38982400N,158.12765200W,5079
7,10,2012,21.439123,-158.175065,0.25,Oahu,2012_OA_0051182, ,21.43912300N,158.17506500W,3549
27,2,2007,21.4513416,-158.1881714,0.1,Oahu,OA923,Honolulu Fire Dept,21.45134160N,158.18817140W,3043
5,7,2009,21.3898754,-158.1276093,0.01,Oahu,OA2609,Honolulu Fire Dept,21.38987540N,158.12760930W,5080
8,9,2011,21.4456482,-158.1880493,0.01,Oahu,OA924,Honolulu Fire Dept,21.44564820N,158.18804930W,3044
16,4,2015,21.439123,-158.175065,0.1,Oahu,2015_OA_0021644, ,21.43912300N,158.17506500W,3550
5,8,2017,21.577355,-158.127441,1,Oahu,2017_OA_0046999, ,21.57735500N,158.12744100W,5081
15,9,2003,21.4518738,-158.1880188,15,Oahu,OA926,Honolulu Fire Dept,21.45187380N,158.18801880W,3045
7,12,2018,21.439123,-158.175065,0.05,Oahu,2018_OA_0072819, ,21.43912300N,158.17506500W,3551
13,7,2016,21.573725,-158.127387,1,Oahu,2016_OA_0040353, ,21.57372500N,158.12738700W,5082
31,12,2006,21.4518738,-158.1880188,1,Oahu,OA929,Honolulu Fire Dept,21.45187380N,158.18801880W,3046
4,7,2020,21.439123,-158.175065,0.01,Oahu,2020_OA_0038563, ,21.43912300N,158.17506500W,3552
1,6,2020,21.573725,-158.127387,0.1,Oahu,2020_OA_0031870, ,21.57372500N,158.12738700W,5083
4,7,2009,21.4518738,-158.1880188,1,Oahu,OA930,Honolulu Fire Dept,21.45187380N,158.18801880W,3047
8,11,2010,21.4391232,-158.1750641,0.25,Oahu,OA1411,Honolulu Fire Dept,21.43912320N,158.17506410W,3553
6,9,2018,21.573725,-158.127387,0.01,Oahu,2018_OA_0053254, ,21.57372500N,158.12738700W,5084
19,8,2004,21.4518738,-158.1880188,0.2,Oahu,OA928,Honolulu Fire Dept,21.45187380N,158.18801880W,3048
16,10,2010,21.4391232,-158.1750641,0.1,Oahu,OA1409,Honolulu Fire Dept,21.43912320N,158.17506410W,3554
13,9,2010,21.5736599,-158.1273346,1,Oahu,OA2614,Honolulu Fire Dept,21.57365990N,158.12733460W,5085
8,7,2003,21.4518738,-158.1880188,0.1,Oahu,OA925,Honolulu Fire Dept,21.45187380N,158.18801880W,3049
29,10,2010,21.4391232,-158.1750641,0.1,Oahu,OA1410,Honolulu Fire Dept,21.43912320N,158.17506410W,3555
7,7,2011,21.5736599,-158.1273346,0.5,Oahu,OA2615,Honolulu Fire Dept,21.57365990N,158.12733460W,5086
30,10,2003,21.4518738,-158.1880188,0.1,Oahu,OA927,Honolulu Fire Dept,21.45187380N,158.18801880W,3050
8,11,2010,21.4391232,-158.1750641,0.1,Oahu,OA1412,Honolulu Fire Dept,21.43912320N,158.17506410W,3556
10,12,2011,21.5736599,-158.1273346,0.5,Oahu,OA2616,Honolulu Fire Dept,21.57365990N,158.12733460W,5087
5,10,2010,21.4424458,-158.1880188,0.1,Oahu,OA931,Honolulu Fire Dept,21.44244580N,158.18801880W,3051
22,12,2009,21.4391232,-158.1750641,0.01,Oahu,OA1408,Honolulu Fire Dept,21.43912320N,158.17506410W,3557
30,12,2009,21.5736599,-158.1273346,0.25,Oahu,OA2612,Honolulu Fire Dept,21.57365990N,158.12733460W,5088
17,8,2004,21.4516048,-158.1879578,0.1,Oahu,OA932,Honolulu Fire Dept,21.45160480N,158.18795780W,3052
14,9,2001,21.4532223,-158.1750488,0.1,Oahu,OA1416,Honolulu Fire Dept,21.45322230N,158.17504880W,3558
20,12,2009,21.5736599,-158.1273346,0.1,Oahu,OA2611,Honolulu Fire Dept,21.57365990N,158.12733460W,5089
30,7,2004,21.4516335,-158.1879272,1,Oahu,OA935,Honolulu Fire Dept,21.45163350N,158.18792720W,3053
26,6,2005,21.4300728,-158.1750488,0.5,Oahu,OA1415,Honolulu Fire Dept,21.43007280N,158.17504880W,3559
21,1,2010,21.5736599,-158.1273346,0.1,Oahu,OA2613,Honolulu Fire Dept,21.57365990N,158.12733460W,5090
28,4,2007,21.4516335,-158.1879272,1,Oahu,OA939,Honolulu Fire Dept,21.45163350N,158.18792720W,3054
14,5,2005,21.4391937,-158.1750336,100,Oahu,OA1424,Honolulu Fire Dept,21.43919370N,158.17503360W,3560
1,5,2014,21.573664,-158.127333,0.5,Oahu,2014_OA_0022395, ,21.57366400N,158.12733300W,5091
7,7,2005,21.4391937,-158.1750336,70,Oahu,OA1426,Honolulu Fire Dept,21.43919370N,158.17503360W,3561
6,10,2004,21.4516335,-158.1879272,0.2,Oahu,OA937,Honolulu Fire Dept,21.45163350N,158.18792720W,3055
23,10,2014,21.573664,-158.127333,0.05,Oahu,2014_OA_0055441, ,21.57366400N,158.12733300W,5092
15,5,2003,21.4516335,-158.1879272,0.1,Oahu,OA933,Honolulu Fire Dept,21.45163350N,158.18792720W,3056
28,7,2002,21.4391937,-158.1750336,0.1,Oahu,OA1417,Honolulu Fire Dept,21.43919370N,158.17503360W,3562
11,5,2014,21.573664,-158.127333,0.01,Oahu,2014_OA_0024218, ,21.57366400N,158.12733300W,5093
12,6,2004,21.4516335,-158.1879272,0.1,Oahu,OA934,Honolulu Fire Dept,21.45163350N,158.18792720W,3057
27,8,2002,21.4391937,-158.1750336,0.1,Oahu,OA1418,Honolulu Fire Dept,21.43919370N,158.17503360W,3563
28,4,2015,21.573664,-158.127333,0.01,Oahu,2015_OA_0023904, ,21.57366400N,158.12733300W,5094
11,8,2004,21.4516335,-158.1879272,0.1,Oahu,OA936,Honolulu Fire Dept,21.45163350N,158.18792720W,3058
1,1,2003,21.4391937,-158.1750336,0.1,Oahu,OA1419,Honolulu Fire Dept,21.43919370N,158.17503360W,3564
14,6,2015,21.573659,-158.127327,0.2,Oahu,2015_OA_0033520, ,21.57365900N,158.12732700W,5095
18,10,2005,21.4516335,-158.1879272,0.1,Oahu,OA938,Honolulu Fire Dept,21.45163350N,158.18792720W,3059
16,7,2003,21.4391937,-158.1750336,0.1,Oahu,OA1420,Honolulu Fire Dept,21.43919370N,158.17503360W,3565
13,8,2012,21.573659,-158.127327,0.1,Oahu,2012_OA_0041275, ,21.57365900N,158.12732700W,5096
13,10,2004,21.4459286,-158.1878662,1,Oahu,OA941,Honolulu Fire Dept,21.44592860N,158.18786620W,3060
15,8,2004,21.4391937,-158.1750336,0.1,Oahu,OA1421,Honolulu Fire Dept,21.43919370N,158.17503360W,3566
11,7,2013,21.573659,-158.127327,0.1,Oahu,2013_OA_0039503, ,21.57365900N,158.12732700W,5097
2,8,2004,21.4517384,-158.1878357,0.1,Oahu,OA942,Honolulu Fire Dept,21.45173840N,158.18783570W,3061
6,1,2005,21.4391937,-158.1750336,0.1,Oahu,OA1422,Honolulu Fire Dept,21.43919370N,158.17503360W,3567
15,11,2016,21.573659,-158.127327,0.1,Oahu,2016_OA_0065509, ,21.57365900N,158.12732700W,5098
4,7,2005,21.4412937,-158.1877899,5,Oahu,OA943,Honolulu Fire Dept,21.44129370N,158.18778990W,3062
13,5,2005,21.4391937,-158.1750336,0.1,Oahu,OA1423,Honolulu Fire Dept,21.43919370N,158.17503360W,3568
15,8,2012,21.573659,-158.127327,0.01,Oahu,2012_OA_0041597, ,21.57365900N,158.12732700W,5099
14,6,2019,21.444637,-158.187674,0.02,Oahu,2019_OA_0037468, ,21.44463700N,158.18767400W,3063
15,5,2005,21.4391937,-158.1750336,0.1,Oahu,OA1425,Honolulu Fire Dept,21.43919370N,158.17503360W,3569
3,6,2018,21.573659,-158.127327,0.01,Oahu,2018_OA_0033674, ,21.57365900N,158.12732700W,5100
12,7,2006,21.4413567,-158.1875916,0.1,Oahu,OA944,Honolulu Fire Dept,21.44135670N,158.18759160W,3064
4,7,2006,21.4391937,-158.1750336,0.1,Oahu,OA1427,Honolulu Fire Dept,21.43919370N,158.17503360W,3570
17,7,2009,21.5736103,-158.1272278,0.3,Oahu,OA2620,Honolulu Fire Dept,21.57361030N,158.12722780W,5101
31,12,2002,21.4442902,-158.187561,0.1,Oahu,OA945,Honolulu Fire Dept,21.44429020N,158.18756100W,3065
2,8,2007,21.4391937,-158.1750336,0.1,Oahu,OA1428,Honolulu Fire Dept,21.43919370N,158.17503360W,3571
3,9,2009,21.5736103,-158.1272278,0.2,Oahu,OA2621,Honolulu Fire Dept,21.57361030N,158.12722780W,5102
28,8,2009,21.4442902,-158.187561,0.1,Oahu,OA946,Honolulu Fire Dept,21.44429020N,158.18756100W,3066
23,6,2003,21.4183464,-158.1750031,0.8,Oahu,OA1429,Honolulu Fire Dept,21.41834640N,158.17500310W,3572
14,6,2009,21.5736103,-158.1272278,0.1,Oahu,OA2619,Honolulu Fire Dept,21.57361030N,158.12722780W,5103
14,9,2011,21.4163971,-158.1749878,0.1,Oahu,OA1430,Honolulu Fire Dept,21.41639710N,158.17498780W,3573
3,10,2012,21.44874,-158.187516,0.01,Oahu,2012_OA_0050557, ,21.44874000N,158.18751600W,3067
19,4,2005,21.3477421,-158.126709,0.1,Oahu,OA2622,Honolulu Fire Dept,21.34774210N,158.12670900W,5104
30,6,2020,21.444114,-158.187516,0.25,Oahu,2020_OA_0037708, ,21.44411400N,158.18751600W,3068
2,10,2002,21.4163837,-158.1749878,0.1,Oahu,OA1431,Honolulu Fire Dept,21.41638370N,158.17498780W,3574
19,12,2009,21.5780735,-158.1263885,0.1,Oahu,OA2623,Honolulu Fire Dept,21.57807350N,158.12638850W,5105
1,10,2004,21.4441261,-158.1875153,0.2,Oahu,OA949,Honolulu Fire Dept,21.44412610N,158.18751530W,3069
4,7,2004,21.4232845,-158.1749573,0.1,Oahu,OA1432,Honolulu Fire Dept,21.42328450N,158.17495730W,3575
30,9,2014,21.448014,-158.126049,10,Oahu,2014_OA_0051326, ,21.44801400N,158.12604900W,5106
27,2,2003,21.4441261,-158.1875153,0.1,Oahu,OA948,Honolulu Fire Dept,21.44412610N,158.18751530W,3070
23,4,2004,21.4044743,-158.174942,1,Oahu,OA1433,Honolulu Fire Dept,21.40447430N,158.17494200W,3576
16,5,2001,21.5770741,-158.1256104,0.1,Oahu,OA2624,Honolulu Fire Dept,21.57707410N,158.12561040W,5107
12,7,2001,21.4441032,-158.1875153,0.1,Oahu,OA950,Honolulu Fire Dept,21.44410320N,158.18751530W,3071
15,11,2003,21.4044437,-158.174942,1,Oahu,OA1434,Honolulu Fire Dept,21.40444370N,158.17494200W,3577
12,8,2001,21.5801144,-158.125473,0.1,Oahu,OA2625,Honolulu Fire Dept,21.58011440N,158.12547300W,5108
3,8,2003,21.4441032,-158.1875153,0.1,Oahu,OA951,Honolulu Fire Dept,21.44410320N,158.18751530W,3072
9,1,2014,21.439644,-158.174937,0.01,Oahu,2014_OA_0001677, ,21.43964400N,158.17493700W,3578
18,1,2001,21.5710869,-158.125351,1,Oahu,OA2626,Honolulu Fire Dept,21.57108690N,158.12535100W,5109
30,12,2007,21.4441032,-158.1875153,0.1,Oahu,OA952,Honolulu Fire Dept,21.44410320N,158.18751530W,3073
3,1,2012,21.404466,-158.174937,0.05,Oahu,2012_OA_0000461, ,21.40446600N,158.17493700W,3579
26,6,2007,21.5669193,-158.125351,0.2,Oahu,OA2627,Honolulu Fire Dept,21.56691930N,158.12535100W,5110
9,7,2010,21.4441166,-158.1875,0.02,Oahu,OA953,Honolulu Fire Dept,21.44411660N,158.18750000W,3074
26,6,2003,21.4302845,-158.174881,0.3,Oahu,OA1436,Honolulu Fire Dept,21.43028450N,158.17488100W,3580
1,8,2002,21.5669003,-158.1252747,100,Oahu,OA2628,Honolulu Fire Dept,21.56690030N,158.12527470W,5111
11,7,2001,21.4439869,-158.1874695,0.1,Oahu,OA954,Honolulu Fire Dept,21.44398690N,158.18746950W,3075
22,4,2005,21.4204388,-158.1748199,0.5,Oahu,OA1437,Honolulu Fire Dept,21.42043880N,158.17481990W,3581
7,6,2017,21.566914,-158.125268,450,Oahu,2017_OA_0034572, ,21.56691400N,158.12526800W,5112
4,7,2004,21.4414043,-158.1874237,0.1,Oahu,OA955,Honolulu Fire Dept,21.44140430N,158.18742370W,3076
6,7,2005,21.4204388,-158.1748199,0.1,Oahu,OA1438,Honolulu Fire Dept,21.42043880N,158.17481990W,3582
6,6,2012,21.578823,-158.125242,1.5,Oahu,2012_OA_0028828, ,21.57882300N,158.12524200W,5113
10,7,2020,21.441765,-158.187297,0.5,Oahu,2020_OA_0039847, ,21.44176500N,158.18729700W,3077
11,8,2006,21.4171314,-158.1748199,0.2,Oahu,OA1439,Honolulu Fire Dept,21.41713140N,158.17481990W,3583
4,7,2006,21.3468933,-158.1250763,0.5,Oahu,OA2630,Honolulu Fire Dept,21.34689330N,158.12507630W,5114
22,7,2010,21.4434376,-158.1872864,0.01,Oahu,OA957,Honolulu Fire Dept,21.44343760N,158.18728640W,3078
3,3,2016,21.339822,-158.124916,0.01,Oahu,2016_OA_0012868, ,21.33982200N,158.12491600W,5115
10,9,2010,21.4434376,-158.1872864,0.01,Oahu,OA958,Honolulu Fire Dept,21.44343760N,158.18728640W,3079
7,1,2013,21.430435,-158.174767,0.25,Oahu,2013_OA_0001667, ,21.43043500N,158.17476700W,3584
17,8,2006,21.5667896,-158.1248169,1,Oahu,OA2636,Honolulu Fire Dept,21.56678960N,158.12481690W,5116
18,10,2009,21.4304695,-158.1747437,0.1,Oahu,OA1472,Honolulu Fire Dept,21.43046950N,158.17474370W,3585
17,7,2006,21.4434242,-158.1872864,0.1,Oahu,OA956,Honolulu Fire Dept,21.44342420N,158.18728640W,3080
14,9,2003,21.5667896,-158.1248169,0.5,Oahu,OA2634,Honolulu Fire Dept,21.56678960N,158.12481690W,5117
24,7,2010,21.4304695,-158.1747437,0.1,Oahu,OA1473,Honolulu Fire Dept,21.43046950N,158.17474370W,3586
31,7,2020,21.443437,-158.187286,0.3,Oahu,2020_OA_0044141, ,21.44343700N,158.18728600W,3081
22,1,2007,21.5667896,-158.1248169,0.5,Oahu,OA2637,Honolulu Fire Dept,21.56678960N,158.12481690W,5118
10,5,2007,21.4304562,-158.1747437,35,Oahu,OA1459,Honolulu Fire Dept,21.43045620N,158.17474370W,3587
20,9,2020,21.443437,-158.187286,0.2,Oahu,2020_OA_0054944, ,21.44343700N,158.18728600W,3082
18,2,2007,21.5667896,-158.1248169,0.5,Oahu,OA2638,Honolulu Fire Dept,21.56678960N,158.12481690W,5119
22,10,2007,21.4304562,-158.1747437,1,Oahu,OA1463,Honolulu Fire Dept,21.43045620N,158.17474370W,3588
23,12,2005,21.4414539,-158.1872711,0.4,Oahu,OA959,Honolulu Fire Dept,21.44145390N,158.18727110W,3083
17,8,2005,21.5667896,-158.1248169,0.2,Oahu,OA2635,Honolulu Fire Dept,21.56678960N,158.12481690W,5120
24,4,2005,21.4304562,-158.1747437,0.5,Oahu,OA1451,Honolulu Fire Dept,21.43045620N,158.17474370W,3589
14,6,2005,21.4976196,-158.1870422,2820,Oahu,OA1043,DOFAW,21.49761960N,158.18704220W,3084
29,5,2001,21.5667896,-158.1248169,0.1,Oahu,OA2631,Honolulu Fire Dept,21.56678960N,158.12481690W,5121
31,12,2005,21.4304562,-158.1747437,0.5,Oahu,OA1454,Honolulu Fire Dept,21.43045620N,158.17474370W,3590
30,4,2007,21.445858,-158.1870117,0.5,Oahu,OA1044,Honolulu Fire Dept,21.44585800N,158.18701170W,3085
15,7,2001,21.5667896,-158.1248169,0.1,Oahu,OA2632,Honolulu Fire Dept,21.56678960N,158.12481690W,5122
28,4,2008,21.4304562,-158.1747437,0.3,Oahu,OA1465,Honolulu Fire Dept,21.43045620N,158.17474370W,3591
28,2,2001,21.4369164,-158.1869507,0.1,Oahu,OA1045,Honolulu Fire Dept,21.43691640N,158.18695070W,3086
18,8,2003,21.5667896,-158.1248169,0.1,Oahu,OA2633,Honolulu Fire Dept,21.56678960N,158.12481690W,5123
15,6,2003,21.4304562,-158.1747437,0.2,Oahu,OA1442,Honolulu Fire Dept,21.43045620N,158.17474370W,3592
21,3,2001,21.4369164,-158.1869507,0.1,Oahu,OA1046,Honolulu Fire Dept,21.43691640N,158.18695070W,3087
5,3,2008,21.5667896,-158.1248169,0.1,Oahu,OA2639,Honolulu Fire Dept,21.56678960N,158.12481690W,5124
12,8,2003,21.4304562,-158.1747437,0.2,Oahu,OA1443,Honolulu Fire Dept,21.43045620N,158.17474370W,3593
21,4,2001,21.4369164,-158.1869507,0.1,Oahu,OA1047,Honolulu Fire Dept,21.43691640N,158.18695070W,3088
23,6,2008,21.5667896,-158.1248169,0.1,Oahu,OA2640,Honolulu Fire Dept,21.56678960N,158.12481690W,5125
12,1,2006,21.4304562,-158.1747437,0.2,Oahu,OA1455,Honolulu Fire Dept,21.43045620N,158.17474370W,3594
26,4,2001,21.4369164,-158.1869507,0.1,Oahu,OA1048,Honolulu Fire Dept,21.43691640N,158.18695070W,3089
31,8,2010,21.566803,-158.1248016,160,Oahu,OA2642,Honolulu Fire Dept,21.56680300N,158.12480160W,5126
1,1,2007,21.4304562,-158.1747437,0.2,Oahu,OA1457,Honolulu Fire Dept,21.43045620N,158.17474370W,3595
