Day,Month,Year,Latitude,Longitude,Acres,County,AgencyCode,Source,DDLat,DDLon,ORIG_OID
17,5,2010,21.3613548,-157.9852295,0.01,Oahu,OA5012,Honolulu Fire Dept,21.36135480N,157.98522950W,8776
17,12,2018,21.370004,-157.934788,0.01,Oahu,2018_OA_0074925, ,21.37000400N,157.93478800W,9277
21,1,2019,21.482527,-157.985208,0.25,Oahu,2019_OA_0004697, ,21.48252700N,157.98520800W,8777
19,7,2004,21.3670387,-157.9346924,1,Oahu,OA5374,Honolulu Fire Dept,21.36703870N,157.93469240W,9278
16,12,2005,21.4774055,-157.9850006,0.2,Oahu,OA5014,Honolulu Fire Dept,21.47740550N,157.98500060W,8778
27,7,2017,21.322701,-157.844357,0.25,Oahu,2017_OA_0045109, ,21.32270100N,157.84435700W,10283
4,3,2003,21.4143944,-157.8003998,0.1,Oahu,OA6407,Honolulu Fire Dept,21.41439440N,157.80039980W,10784
8,6,2012,21.307736,-157.844329,0.01,Oahu,2012_OA_0029214, ,21.30773600N,157.84432900W,10284
12,7,2002,21.3077316,-157.8442841,0.1,Oahu,OA6045,Honolulu Fire Dept,21.30773160N,157.84428410W,10285
23,10,2001,21.3192272,-157.8442383,0.9,Oahu,OA6046,Honolulu Fire Dept,21.31922720N,157.84423830W,10286
1,1,2002,21.3077869,-157.8440399,0.1,Oahu,OA6047,Honolulu Fire Dept,21.30778690N,157.84403990W,10287
3,9,2001,21.3339005,-157.8439178,0.1,Oahu,OA6048,Honolulu Fire Dept,21.33390050N,157.84391780W,10288
30,5,2020,21.308487,-157.843752,0.01,Oahu,2020_OA_0031464, ,21.30848700N,157.84375200W,10289
29,8,2004,21.4681149,-157.8436584,0.1,Oahu,OA6049,Honolulu Fire Dept,21.46811490N,157.84365840W,10290
21,9,2010,21.3644829,-157.8435974,0.1,Oahu,OA6050,Honolulu Fire Dept,21.36448290N,157.84359740W,10291
25,2,2017,21.3158,-157.843552,0.01,Oahu,2017_OA_0013109, ,21.31580000N,157.84355200W,10292
15,10,2011,21.4580765,-157.8435059,0.25,Oahu,OA6051,Honolulu Fire Dept,21.45807650N,157.84350590W,10293
28,8,2002,21.4660015,-157.8434143,0.1,Oahu,OA6053,Honolulu Fire Dept,21.46600150N,157.84341430W,10294
12,8,2000,20.8846989,-156.5128632,0,Maui,MA766,Maui County,20.88469890N,156.51286320W,12290
20,8,2006,21.4475651,-157.8432159,0.1,Oahu,OA6054,Honolulu Fire Dept,21.44756510N,157.84321590W,10295
11,12,2020,21.312245,-157.843139,0.01,Oahu,2020_OA_0071526, ,21.31224500N,157.84313900W,10296
9,5,2017,21.301497,-157.84296,0.09,Oahu,2017_OA_0028392, ,21.30149700N,157.84296000W,10297
19,7,2011,21.4451027,-157.8427429,0.01,Oahu,OA6055,Honolulu Fire Dept,21.44510270N,157.84274290W,10298
27,4,2008,21.4384136,-157.8426819,0.1,Oahu,OA6056,Honolulu Fire Dept,21.43841360N,157.84268190W,10299
10,1,2007,21.3646259,-157.842514,0.1,Oahu,OA6057,Honolulu Fire Dept,21.36462590N,157.84251400W,10300
3,1,2003,21.303688,-157.8424225,0.1,Oahu,OA6058,Honolulu Fire Dept,21.30368800N,157.84242250W,10301
6,7,2005,21.3075027,-157.8422241,0.1,Oahu,OA6059,Honolulu Fire Dept,21.30750270N,157.84222410W,10302
5,2,2017,21.294062,-157.8421,0.01,Oahu,2017_OA_0008410, ,21.29406200N,157.84210000W,10303
28,5,2015,21.322473,-157.842048,0.01,Oahu,2015_OA_0030060, ,21.32247300N,157.84204800W,10304
16,6,2010,21.3161755,-157.842041,0.01,Oahu,OA6060,Honolulu Fire Dept,21.31617550N,157.84204100W,10305
31,12,2020,21.458337,-157.842022,0.01,Oahu,2020_OA_0075784, ,21.45833700N,157.84202200W,10306
31,12,2006,21.3164883,-157.8419952,0.1,Oahu,OA6061,Honolulu Fire Dept,21.31648830N,157.84199520W,10307
10,1,2007,21.3645954,-157.8419647,0.1,Oahu,OA6062,Honolulu Fire Dept,21.36459540N,157.84196470W,10308
1,3,2008,21.3645954,-157.8419647,0.1,Oahu,OA6063,Honolulu Fire Dept,21.36459540N,157.84196470W,10309
31,7,2007,21.2882538,-157.8418884,0.1,Oahu,OA6064,Honolulu Fire Dept,21.28825380N,157.84188840W,10310
26,6,2008,21.2882538,-157.8418884,0.1,Oahu,OA6065,Honolulu Fire Dept,21.28825380N,157.84188840W,10311
15,1,2019,21.307583,-157.841885,0.01,Oahu,2019_OA_0003261, ,21.30758300N,157.84188500W,10312
5,2,2019,21.307583,-157.841885,0.01,Oahu,2019_OA_0008027, ,21.30758300N,157.84188500W,10313
14,8,2010,21.2882938,-157.8418427,0.01,Oahu,OA6066,Honolulu Fire Dept,21.28829380N,157.84184270W,10314
25,5,2012,21.288293,-157.841838,0.01,Oahu,2012_OA_0026475, ,21.28829300N,157.84183800W,10315
4,7,2008,21.2889175,-157.8415222,0.1,Oahu,OA6068,Honolulu Fire Dept,21.28891750N,157.84152220W,10316
29,3,2017,21.288974,-157.841506,0.01,Oahu,2017_OA_0019688, ,21.28897400N,157.84150600W,10317
2,8,2002,21.3070049,-157.8414459,1,Oahu,OA6069,Honolulu Fire Dept,21.30700490N,157.84144590W,10318
3,5,2007,21.4464817,-157.8413849,0.1,Oahu,OA6070,Honolulu Fire Dept,21.44648170N,157.84138490W,10319
19,10,2018,20.94768342,-156.6873023,0.01,Maui,2018_MA_0014321, ,20.94768342N,156.68730232W,11790
28,5,2005,21.3098888,-157.8412933,5,Oahu,OA6072,Honolulu Fire Dept,21.30988880N,157.84129330W,10320
9,9,2003,21.3098888,-157.8412933,0.3,Oahu,OA6071,Honolulu Fire Dept,21.30988880N,157.84129330W,10321
31,12,2009,21.3200054,-157.8412781,0.1,Oahu,OA6074,Honolulu Fire Dept,21.32000540N,157.84127810W,10322
5,7,2008,21.3098793,-157.8412781,1,Oahu,OA6073,Honolulu Fire Dept,21.30987930N,157.84127810W,10323
13,9,2001,21.3230953,-157.8411255,0.1,Oahu,OA6075,Honolulu Fire Dept,21.32309530N,157.84112550W,10324
11,10,2001,21.2986984,-157.8408966,1,Oahu,OA6076,Honolulu Fire Dept,21.29869840N,157.84089660W,10325
12,8,2002,21.3167686,-157.8407593,0.3,Oahu,OA6077,Honolulu Fire Dept,21.31676860N,157.84075930W,10326
20,5,2019,21.322965,-157.840716,0.01,Oahu,2019_OA_0031909, ,21.32296500N,157.84071600W,10327
21,5,2019,21.322965,-157.840716,0.01,Oahu,2019_OA_0031946, ,21.32296500N,157.84071600W,10328
29,6,2006,21.3093472,-157.8406982,0.1,Oahu,OA6078,Honolulu Fire Dept,21.30934720N,157.84069820W,10329
20,7,2013,21.44949,-157.840587,0.01,Oahu,2013_OA_0041152, ,21.44949000N,157.84058700W,10330
28,6,2009,21.2995396,-157.8405457,0.1,Oahu,OA6079,Honolulu Fire Dept,21.29953960N,157.84054570W,10331
22,5,2016,21.300609,-157.840364,0.01,Oahu,2016_OA_0030202, ,21.30060900N,157.84036400W,10332
29,5,2008,21.2880669,-157.8403473,0.1,Oahu,OA6080,Honolulu Fire Dept,21.28806690N,157.84034730W,10333
28,1,2010,21.3067226,-157.840271,0.01,Oahu,OA6081,Honolulu Fire Dept,21.30672260N,157.84027100W,10334
7,7,2010,21.3029423,-157.8401947,0.01,Oahu,OA6082,Honolulu Fire Dept,21.30294230N,157.84019470W,10335
4,3,2007,21.3655872,-157.8400269,0.1,Oahu,OA6083,Honolulu Fire Dept,21.36558720N,157.84002690W,10336
25,8,2010,21.2956448,-157.8399963,0.01,Oahu,OA6084,Honolulu Fire Dept,21.29564480N,157.83999630W,10337
7,2,2009,21.2992992,-157.8398895,0.1,Oahu,OA6085,Honolulu Fire Dept,21.29929920N,157.83988950W,10338
15,6,2019,21.313536,-157.839889,0.25,Oahu,2019_OA_0037735, ,21.31353600N,157.83988900W,10339
21,3,2017,21.535696,-157.839809,0.01,Oahu,2017_OA_0018007, ,21.53569600N,157.83980900W,10340
7,5,2009,21.2897129,-157.8397675,0.01,Oahu,OA6086,Honolulu Fire Dept,21.28971290N,157.83976750W,10341
1,8,2001,21.2849369,-157.8397064,1,Oahu,OA6087,Honolulu Fire Dept,21.28493690N,157.83970640W,10342
20,8,2013,21.310029,-157.839358,0.01,Oahu,2013_OA_0046688, ,21.31002900N,157.83935800W,10343
17,6,2015,21.310029,-157.839358,0.01,Oahu,2015_OA_0034124, ,21.31002900N,157.83935800W,10344
3,9,2004,21.2862968,-157.8393097,0.1,Oahu,OA6088,Honolulu Fire Dept,21.28629680N,157.83930970W,10345
12,11,2010,21.5165157,-157.8392181,0.01,Oahu,OA6089,Honolulu Fire Dept,21.51651570N,157.83921810W,10346
14,8,2001,21.3663998,-157.8391876,0.25,Oahu,OA6092,DOFAW,21.36639980N,157.83918760W,10347
12,5,2017,21.28604,-157.838976,0.01,Oahu,2017_OA_0028988, ,21.28604000N,157.83897600W,10348
14,6,2007,21.3017235,-157.8389435,0.1,Oahu,OA6094,Honolulu Fire Dept,21.30172350N,157.83894350W,10349
11,9,2020,21.301754,-157.838906,0.01,Oahu,2020_OA_0053039, ,21.30175400N,157.83890600W,10350
6,12,2002,21.3388958,-157.8388824,0.1,Oahu,OA6095,Honolulu Fire Dept,21.33889580N,157.83888240W,10351
30,8,2013,21.313908,-157.838853,0.01,Oahu,2013_OA_0048648, ,21.31390800N,157.83885300W,10352
1,6,2018,21.286744,-157.838839,0.01,Oahu,2018_OA_0033254, ,21.28674400N,157.83883900W,10353
4,1,2003,21.4517097,-157.8388367,1,Oahu,OA6097,Honolulu Fire Dept,21.45170970N,157.83883670W,10354
12,6,2003,21.4517097,-157.8388367,1,Oahu,OA6098,Honolulu Fire Dept,21.45170970N,157.83883670W,10355
27,12,2001,21.4517097,-157.8388367,0.1,Oahu,OA6096,Honolulu Fire Dept,21.45170970N,157.83883670W,10356
8,10,2001,21.2855453,-157.8388062,0.1,Oahu,OA6099,Honolulu Fire Dept,21.28554530N,157.83880620W,10357
9,10,2002,21.2855453,-157.8388062,0.1,Oahu,OA6100,Honolulu Fire Dept,21.28554530N,157.83880620W,10358
20,3,2003,21.2855453,-157.8388062,0.1,Oahu,OA6101,Honolulu Fire Dept,21.28554530N,157.83880620W,10359
1,9,2007,21.2855453,-157.8388062,0.1,Oahu,OA6102,Honolulu Fire Dept,21.28554530N,157.83880620W,10360
8,8,2018,21.285218,-157.838756,0.01,Oahu,2018_OA_0047230, ,21.28521800N,157.83875600W,10361
16,9,2002,21.2853069,-157.8387299,0.1,Oahu,OA6103,Honolulu Fire Dept,21.28530690N,157.83872990W,10362
1,6,2003,21.3165226,-157.8386383,0.1,Oahu,OA6105,Honolulu Fire Dept,21.31652260N,157.83863830W,10363
5,12,2010,21.2852783,-157.8386078,0.01,Oahu,OA6106,Honolulu Fire Dept,21.28527830N,157.83860780W,10364
14,1,2010,21.3021717,-157.8384552,0.01,Oahu,OA6108,Honolulu Fire Dept,21.30217170N,157.83845520W,10365
15,6,2003,21.3021584,-157.8384552,1,Oahu,OA6107,Honolulu Fire Dept,21.30215840N,157.83845520W,10366
3,2,2001,21.2881737,-157.8384552,1,Oahu,OA6109,Honolulu Fire Dept,21.28817370N,157.83845520W,10367
24,8,2020,21.296908,-157.838413,0.01,Oahu,2020_OA_0049301, ,21.29690800N,157.83841300W,10368
1,2,2017,21.457738,-157.838353,0.01,Oahu,2017_OA_0007621, ,21.45773800N,157.83835300W,10369
4,7,2003,21.457655,-157.8382874,0.1,Oahu,OA6110,Honolulu Fire Dept,21.45765500N,157.83828740W,10370
3,7,2004,21.2860394,-157.83815,0.1,Oahu,OA6111,Honolulu Fire Dept,21.28603940N,157.83815000W,10371
7,7,2017,21.302636,-157.83813,0.05,Oahu,2017_OA_0040867, ,21.30263600N,157.83813000W,10372
4,7,2003,21.5169582,-157.838028,1,Oahu,OA6112,Honolulu Fire Dept,21.51695820N,157.83802800W,10373
19,6,2011,21.2862835,-157.8378296,0.05,Oahu,OA6114,Honolulu Fire Dept,21.28628350N,157.83782960W,10374
4,3,2017,21.444297,-157.837728,0.01,Oahu,2017_OA_0014496, ,21.44429700N,157.83772800W,10375
4,7,2008,21.3010654,-157.8377075,0.1,Oahu,OA6115,Honolulu Fire Dept,21.30106540N,157.83770750W,10376
9,5,2015,21.337399,-157.837706,0.01,Oahu,2015_OA_0026160, ,21.33739900N,157.83770600W,10377
31,12,2009,21.3129387,-157.8376923,0.01,Oahu,OA6116,Honolulu Fire Dept,21.31293870N,157.83769230W,10378
24,12,2006,21.3130283,-157.837677,0.1,Oahu,OA6117,Honolulu Fire Dept,21.31302830N,157.83767700W,10379
3,1,2003,21.2847118,-157.8376617,1,Oahu,OA6118,Honolulu Fire Dept,21.28471180N,157.83766170W,10380
24,6,2006,21.3098011,-157.8375854,0.2,Oahu,OA6120,Honolulu Fire Dept,21.30980110N,157.83758540W,10381
17,9,2001,21.3098011,-157.8375854,0.1,Oahu,OA6119,Honolulu Fire Dept,21.30980110N,157.83758540W,10382
27,8,2006,21.3098011,-157.8375854,0.1,Oahu,OA6121,Honolulu Fire Dept,21.30980110N,157.83758540W,10383
5,3,2013,21.309815,-157.837581,0.02,Oahu,2013_OA_0013965, ,21.30981500N,157.83758100W,10384
5,11,2019,21.309815,-157.837581,0.01,Oahu,2019_OA_0069854, ,21.30981500N,157.83758100W,10385
7,3,2007,21.308691,-157.8374939,0.1,Oahu,OA6123,Honolulu Fire Dept,21.30869100N,157.83749390W,10386
9,1,2003,21.3168602,-157.8374786,0.1,Oahu,OA6124,Honolulu Fire Dept,21.31686020N,157.83747860W,10387
18,10,2004,21.3013611,-157.8374176,0.1,Oahu,OA6125,Honolulu Fire Dept,21.30136110N,157.83741760W,10388
20,1,2001,21.4473801,-157.8373566,0.1,Oahu,OA6126,Honolulu Fire Dept,21.44738010N,157.83735660W,10389
31,12,2002,21.4476204,-157.8371277,0.1,Oahu,OA6127,Honolulu Fire Dept,21.44762040N,157.83712770W,10390
24,7,2001,21.4394932,-157.8371124,0.1,Oahu,OA6128,Honolulu Fire Dept,21.43949320N,157.83711240W,10391
21,10,2010,21.3134251,-157.8370972,0.5,Oahu,OA6129,Honolulu Fire Dept,21.31342510N,157.83709720W,10392
16,9,2014,21.303955,-157.837031,0.01,Oahu,2014_OA_0048767, ,21.30395500N,157.83703100W,10393
9,1,2018,21.297307,-157.836905,0.01,Oahu,2018_OA_0002157, ,21.29730700N,157.83690500W,10394
15,8,2001,21.2940884,-157.8368835,0.1,Oahu,OA6130,Honolulu Fire Dept,21.29408840N,157.83688350W,10395
5,7,2008,21.2940884,-157.8368835,0.1,Oahu,OA6131,Honolulu Fire Dept,21.29408840N,157.83688350W,10396
13,6,2009,21.2982025,-157.8368683,0.1,Oahu,OA6132,Honolulu Fire Dept,21.29820250N,157.83686830W,10397
2,7,2006,21.3151379,-157.8367767,0.1,Oahu,OA6133,Honolulu Fire Dept,21.31513790N,157.83677670W,10398
31,5,2008,21.4553795,-157.8365936,0.1,Oahu,OA6134,Honolulu Fire Dept,21.45537950N,157.83659360W,10399
14,2,2016,21.315706,-157.836586,0.01,Oahu,2016_OA_0009088, ,21.31570600N,157.83658600W,10400
18,9,2001,21.5175133,-157.8365479,1,Oahu,OA6135,Honolulu Fire Dept,21.51751330N,157.83654790W,10401
4,7,2007,21.2917461,-157.8362885,0.1,Oahu,OA6136,Honolulu Fire Dept,21.29174610N,157.83628850W,10402
31,12,2010,21.2969704,-157.8360443,0.01,Oahu,OA6137,Honolulu Fire Dept,21.29697040N,157.83604430W,10403
24,10,2003,21.3067188,-157.835968,0.1,Oahu,OA6138,Honolulu Fire Dept,21.30671880N,157.83596800W,10404
8,2,2016,21.454956,-157.835921,0.01,Oahu,2016_OA_0007945, ,21.45495600N,157.83592100W,10405
22,6,2020,21.45593,-157.835849,0.01,Oahu,2020_OA_0036187, ,21.45593000N,157.83584900W,10406
5,2,2011,21.5181446,-157.8358002,0.1,Oahu,OA6139,Honolulu Fire Dept,21.51814460N,157.83580020W,10407
31,1,2013,21.306582,-157.835792,0,Oahu,2013_OA_0006813, ,21.30658200N,157.83579200W,10408
14,6,2005,21.3029785,-157.8357544,0.1,Oahu,OA6140,Honolulu Fire Dept,21.30297850N,157.83575440W,10409
5,11,2005,21.2846355,-157.8357086,0.1,Oahu,OA6141,Honolulu Fire Dept,21.28463550N,157.83570860W,10410
23,4,2007,21.2846355,-157.8357086,0.1,Oahu,OA6142,Honolulu Fire Dept,21.28463550N,157.83570860W,10411
5,5,2010,21.290554,-157.8356628,0.01,Oahu,OA6145,Honolulu Fire Dept,21.29055400N,157.83566280W,10412
6,8,2004,21.2905407,-157.8356628,0.1,Oahu,OA6144,Honolulu Fire Dept,21.29054070N,157.83566280W,10413
24,8,2008,21.5188885,-157.835556,0.5,Oahu,OA6147,Honolulu Fire Dept,21.51888850N,157.83555600W,10414
4,7,2003,21.3190746,-157.835556,0.1,Oahu,OA6146,Honolulu Fire Dept,21.31907460N,157.83555600W,10415
16,6,2010,21.5189819,-157.8355408,0.1,Oahu,OA6148,Honolulu Fire Dept,21.51898190N,157.83554080W,10416
15,6,2010,21.4393597,-157.8354797,0.01,Oahu,OA6149,Honolulu Fire Dept,21.43935970N,157.83547970W,10417
5,7,2005,21.4454117,-157.8354492,0.1,Oahu,OA6150,Honolulu Fire Dept,21.44541170N,157.83544920W,10418
5,7,2009,21.3182659,-157.8353729,0.01,Oahu,OA6151,Honolulu Fire Dept,21.31826590N,157.83537290W,10419
6,12,2019,21.285404,-157.835185,0.01,Oahu,2019_OA_0077030, ,21.28540400N,157.83518500W,10420
7,1,2011,21.2966423,-157.8351135,0.01,Oahu,OA6152,Honolulu Fire Dept,21.29664230N,157.83511350W,10421
1,7,2007,21.3016663,-157.8350067,0.1,Oahu,OA6153,Honolulu Fire Dept,21.30166630N,157.83500670W,10422
18,11,2006,21.2885571,-157.8346405,1,Oahu,OA6154,Honolulu Fire Dept,21.28855710N,157.83464050W,10423
31,12,2019,21.448252,-157.834434,0.1,Oahu,2019_OA_0082895, ,21.44825200N,157.83443400W,10424
25,10,2010,21.2825661,-157.8343353,0.01,Oahu,OA6157,Honolulu Fire Dept,21.28256610N,157.83433530W,10425
25,6,2011,21.2825661,-157.8343353,0.01,Oahu,OA6158,Honolulu Fire Dept,21.28256610N,157.83433530W,10426
14,10,2005,21.2825527,-157.8343353,0.1,Oahu,OA6155,Honolulu Fire Dept,21.28255270N,157.83433530W,10427
5,11,2008,21.2825527,-157.8343353,0.01,Oahu,OA6156,Honolulu Fire Dept,21.28255270N,157.83433530W,10428
19,1,2012,21.448185,-157.83417,0.05,Oahu,2012_OA_0003514, ,21.44818500N,157.83417000W,10429
21,1,2007,21.4567146,-157.8340302,0.1,Oahu,OA6160,Honolulu Fire Dept,21.45671460N,157.83403020W,10430
20,5,2018,21.309429,-157.833857,0.25,Oahu,2018_OA_0030918, ,21.30942900N,157.83385700W,10431
8,9,2013,21.300955,-157.833853,0.01,Oahu,2013_OA_0050257, ,21.30095500N,157.83385300W,10432
7,7,2007,21.4486961,-157.8337402,0.1,Oahu,OA6161,Honolulu Fire Dept,21.44869610N,157.83374020W,10433
28,1,2001,21.2889328,-157.8332825,0.1,Oahu,OA6162,Honolulu Fire Dept,21.28893280N,157.83328250W,10434
29,5,2003,21.3155689,-157.8330536,0.1,Oahu,OA6163,Honolulu Fire Dept,21.31556890N,157.83305360W,10435
3,5,2002,21.3420792,-157.8328857,0.1,Oahu,OA6164,Honolulu Fire Dept,21.34207920N,157.83288570W,10436
6,8,2003,21.3420792,-157.8328857,0.1,Oahu,OA6165,Honolulu Fire Dept,21.34207920N,157.83288570W,10437
23,10,2004,21.3420792,-157.8328857,0.1,Oahu,OA6166,Honolulu Fire Dept,21.34207920N,157.83288570W,10438
31,5,2009,21.3420792,-157.8328857,0.01,Oahu,OA6167,Honolulu Fire Dept,21.34207920N,157.83288570W,10439
14,3,2013,21.342094,-157.832877,0.01,Oahu,2013_OA_0015991, ,21.34209400N,157.83287700W,10440
23,8,2013,21.342094,-157.832877,0.01,Oahu,2013_OA_0047207, ,21.34209400N,157.83287700W,10441
3,9,2013,21.286501,-157.832827,0.01,Oahu,2013_OA_0049335, ,21.28650100N,157.83282700W,10442
8,7,2003,21.2854538,-157.8327789,0.1,Oahu,OA6168,Honolulu Fire Dept,21.28545380N,157.83277890W,10443
17,5,2020,21.443241,-157.832728,0.01,Oahu,2020_OA_0028997, ,21.44324100N,157.83272800W,10444
4,7,2005,21.3172569,-157.8325653,0.1,Oahu,OA6169,Honolulu Fire Dept,21.31725690N,157.83256530W,10445
6,8,2010,21.2795277,-157.8323822,0.01,Oahu,OA6170,Honolulu Fire Dept,21.27952770N,157.83238220W,10446
9,8,2019,21.310627,-157.832344,0.01,Oahu,2019_OA_0050222, ,21.31062700N,157.83234400W,10447
19,12,2020,21.310408,-157.832337,0.01,Oahu,2020_OA_0073234, ,21.31040800N,157.83233700W,10448
29,8,2009,21.2788124,-157.8322296,0.1,Oahu,OA6171,Honolulu Fire Dept,21.27881240N,157.83222960W,10449
1,1,2003,21.4577465,-157.8321228,0.2,Oahu,OA6172,Honolulu Fire Dept,21.45774650N,157.83212280W,10450
9,3,2016,21.292091,-157.832121,0.01,Oahu,2016_OA_0014019, ,21.29209100N,157.83212100W,10451
7,7,2019,21.300305,-157.832043,0.01,Oahu,2019_OA_0042692, ,21.30030500N,157.83204300W,10452
4,10,2002,21.2784309,-157.8317261,0.1,Oahu,OA6173,Honolulu Fire Dept,21.27843090N,157.83172610W,10453
14,9,2002,21.2784138,-157.8317108,0.1,Oahu,OA6174,Honolulu Fire Dept,21.27841380N,157.83171080W,10454
5,2,2015,21.315812,-157.831655,0.01,Oahu,2015_OA_0007556, ,21.31581200N,157.83165500W,10455
15,7,2002,21.3157978,-157.8316498,0.2,Oahu,OA6175,Honolulu Fire Dept,21.31579780N,157.83164980W,10456
9,3,2016,21.317014,-157.831578,0.01,Oahu,2016_OA_0014067, ,21.31701400N,157.83157800W,10457
13,3,2016,21.315429,-157.831433,0.01,Oahu,2016_OA_0014996, ,21.31542900N,157.83143300W,10458
31,12,2002,21.3448944,-157.8313751,0.1,Oahu,OA6176,Honolulu Fire Dept,21.34489440N,157.83137510W,10459
16,12,2002,21.2789021,-157.8312531,0.1,Oahu,OA6177,Honolulu Fire Dept,21.27890210N,157.83125310W,10460
12,7,2002,21.3088207,-157.8312225,0.1,Oahu,OA6178,Honolulu Fire Dept,21.30882070N,157.83122250W,10461
4,7,2005,21.2993317,-157.8312073,0.1,Oahu,OA6179,Honolulu Fire Dept,21.29933170N,157.83120730W,10462
23,11,2009,21.283823,-157.831192,0.01,Oahu,OA6180,Honolulu Fire Dept,21.28382300N,157.83119200W,10463
23,8,2010,21.2790489,-157.8311157,0.01,Oahu,OA6181,Honolulu Fire Dept,21.27904890N,157.83111570W,10464
3,4,2013,21.299002,-157.830694,0.09,Oahu,2013_OA_0019914, ,21.29900200N,157.83069400W,10465
3,9,2001,21.2808151,-157.8306427,1,Oahu,OA6182,Honolulu Fire Dept,21.28081510N,157.83064270W,10466
30,7,2016,21.288125,-157.830608,0.01,Oahu,2016_OA_0043752, ,21.28812500N,157.83060800W,10467
1,1,2002,21.4567089,-157.8305817,0.1,Oahu,OA6183,Honolulu Fire Dept,21.45670890N,157.83058170W,10468
5,6,2007,21.3691673,-157.8305511,0.1,Oahu,OA6184,Honolulu Fire Dept,21.36916730N,157.83055110W,10469
8,9,2003,21.2857685,-157.8305359,0.1,Oahu,OA6185,Honolulu Fire Dept,21.28576850N,157.83053590W,10470
31,8,2010,21.4437027,-157.8304749,0.1,Oahu,OA6186,Honolulu Fire Dept,21.44370270N,157.83047490W,10471
2,1,2015,21.309333,-157.830377,0.01,Oahu,2015_OA_0000526, ,21.30933300N,157.83037700W,10472
17,1,2003,21.3184299,-157.830307,0.5,Oahu,OA6187,Honolulu Fire Dept,21.31842990N,157.83030700W,10473
4,1,2003,21.3086224,-157.830307,0.2,Oahu,OA6188,Honolulu Fire Dept,21.30862240N,157.83030700W,10474
30,4,2020,21.441181,-157.830124,0.01,Oahu,2020_OA_0025594, ,21.44118100N,157.83012400W,10475
20,9,2020,21.310149,-157.829808,0.01,Oahu,2020_OA_0054920, ,21.31014900N,157.82980800W,10476
5,7,2007,21.2800865,-157.8298035,1,Oahu,OA6189,Honolulu Fire Dept,21.28008650N,157.82980350W,10477
12,12,2015,21.313131,-157.829709,0.01,Oahu,2015_OA_0069971, ,21.31313100N,157.82970900W,10478
27,3,2017,21.313131,-157.829709,0.01,Oahu,2017_OA_0019272, ,21.31313100N,157.82970900W,10479
11,8,2020,21.3113,-157.829656,0.01,Oahu,2020_OA_0046261, ,21.31130000N,157.82965600W,10480
16,8,2013,21.319951,-157.829588,0.25,Oahu,2013_OA_0046001, ,21.31995100N,157.82958800W,10481
16,8,2013,21.319951,-157.829588,0.25,Oahu,2013_OA_0046026, ,21.31995100N,157.82958800W,10482
7,4,2007,21.4373531,-157.8295441,0.1,Oahu,OA6190,Honolulu Fire Dept,21.43735310N,157.82954410W,10483
21,12,2002,21.3204422,-157.8294373,0.1,Oahu,OA6191,Honolulu Fire Dept,21.32044220N,157.82943730W,10484
12,4,2010,21.2845821,-157.8291626,0.1,Oahu,OA6192,Honolulu Fire Dept,21.28458210N,157.82916260W,10485
30,1,2015,21.443535,-157.828853,0.01,Oahu,2015_OA_0006346, ,21.44353500N,157.82885300W,10486
2,7,2003,21.2943592,-157.8288116,0.1,Oahu,OA6193,Honolulu Fire Dept,21.29435920N,157.82881160W,10487
17,8,2003,21.3438206,-157.8287354,0.1,Oahu,OA6194,Honolulu Fire Dept,21.34382060N,157.82873540W,10488
28,2,2009,21.3480873,-157.8287201,0.01,Oahu,OA6195,Honolulu Fire Dept,21.34808730N,157.82872010W,10489
29,9,2018,21.298592,-157.828714,0.01,Oahu,2018_OA_0058142, ,21.29859200N,157.82871400W,10490
12,3,2007,21.2788181,-157.8286438,1,Oahu,OA6196,Honolulu Fire Dept,21.27881810N,157.82864380W,10491
16,1,2002,21.3212452,-157.8285675,1,Oahu,OA6197,Honolulu Fire Dept,21.32124520N,157.82856750W,10492
23,1,2018,21.278738,-157.828526,0.01,Oahu,2018_OA_0005326, ,21.27873800N,157.82852600W,10493
3,2,2011,21.3709526,-157.8285217,0.5,Oahu,OA6198,Honolulu Fire Dept,21.37095260N,157.82852170W,10494
13,8,2006,21.2826519,-157.8285065,0.1,Oahu,OA6199,Honolulu Fire Dept,21.28265190N,157.82850650W,10495
1,9,2012,21.28145,-157.828439,0.01,Oahu,2012_OA_0044677, ,21.28145000N,157.82843900W,10496
20,1,2012,21.297731,-157.82841,0.01,Oahu,2012_OA_0003621, ,21.29773100N,157.82841000W,10497
17,7,2001,21.2879677,-157.8283081,0.1,Oahu,OA6202,Honolulu Fire Dept,21.28796770N,157.82830810W,10498
31,5,2006,21.2879677,-157.8283081,0.1,Oahu,OA6203,Honolulu Fire Dept,21.28796770N,157.82830810W,10499
2,8,2012,21.281216,-157.828168,0.01,Oahu,2012_OA_0039110, ,21.28121600N,157.82816800W,10500
24,5,2010,21.2804909,-157.8281097,0.01,Oahu,OA6205,Honolulu Fire Dept,21.28049090N,157.82810970W,10501
21,3,2007,21.2922058,-157.8280334,0.1,Oahu,OA6206,Honolulu Fire Dept,21.29220580N,157.82803340W,10502
11,9,2008,21.2949657,-157.8278198,0.01,Oahu,OA6207,Honolulu Fire Dept,21.29496570N,157.82781980W,10503
7,9,2002,21.2820797,-157.8278046,0.1,Oahu,OA6208,Honolulu Fire Dept,21.28207970N,157.82780460W,10504
